City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,marbella,36.5154,-4.8858,15.14,57,5,3.75,ES,1712884153
355,antigonish,45.6169,-61.9986,4.9,73,100,0.89,CA,1712884153
356,bougouni,11.417,-7.479,30.04,45,70,1.87,ML,1712884039
357,kourou,5.1552,-52.6478,26.03,94,58,2.31,GF,1712883931
358,kirensk,57.7853,108.1119,-2.24,82,100,2.24,RU,1712884074
359,monrovia,6.3005,-10.7969,24.87,84,38,1.23,LR,1712883962
360,carauari,-4.8828,-66.8958,24.38,98,100,0.83,BR,1712884154
361,mpulungu,-8.7623,31.1141,22.09,86,31,2.46,ZM,1712884154
362,belmonte,-15.8631,-38.8828,25.89,84,12,2.27,BR,1712884154
363,anori,-3.7728,-61.6442,24.55,98,100,0.54,BR,1712884154
364,oranjemund,-28.55,16.4333,24.17,31,5,6.6,NA,1712883994
365,nizhniy kuranakh,58.8353,125.4869,-1.09,96,100,4.33,RU,1712884154
366,broken hill,-31.95,141.4333,16.31,47,100,4.6,AU,1712884116
367,rikaze,29.25,88.8833,1.99,36,0,0.73,CN,1712884155
368,antsiranana,-12.2787,49.2917,24.64,92,15,2.24,MG,1712884155
369,mil'kovo,55.6078,37.7956,9.47,66,100,3.83,RU,1712884155
370,bridgewater,44.3835,-64.5155,5.06,80,100,2.24,CA,1712884116
371,san patricio,28.017,-97.5169,24.4,36,3,4.02,US,1712884155
372,tyukhtet,56.5389,89.3011,-6.53,65,100,4.19,RU,1712884155
373,emerald,-23.5333,148.1667,26.86,36,0,3.24,AU,1712884155
374,siwa oasis,29.2041,25.5195,18.78,53,5,3.32,EG,1712884155
375,cabo san lucas,22.8909,-109.9124,24.78,62,100,1.34,MX,1712883603
376,tena,-0.9833,-77.8167,22.21,98,77,1.39,EC,1712884156
377,aketi,2.7388,23.7833,25.75,62,100,0.6,CD,1712884156
378,khandyga,62.6667,135.6,-0.15,91,100,4.33,RU,1712884047
379,arkhangel'sk,64.5401,40.5433,5.07,70,40,7.0,RU,1712884156
380,port blair,11.6667,92.75,30.02,84,20,1.03,IN,1712884156
381,tolanaro,-25.0319,46.9987,21.21,86,100,3.76,MG,1712884156
382,fiambala,-27.6871,-67.6149,13.47,80,48,2.06,AR,1712884156
383,strezhevoy,60.7333,77.5889,-16.69,89,89,3.58,RU,1712884036
384,san ignacio de velasco,-16.3667,-60.95,22.08,98,100,3.21,BO,1712884157
385,cheney,47.4874,-117.5758,17.01,37,75,3.09,US,1712883979
386,okola,4.0167,11.3833,21.6,99,100,1.16,CM,1712884157
387,grand-bassam,5.2118,-3.7388,27.98,85,100,1.24,CI,1712884157
388,mount isa,-20.7333,139.5,24.87,29,0,5.66,AU,1712884112
389,doba,8.65,16.85,29.91,45,100,2.26,TD,1712884157
390,sonderborg,54.9093,9.8074,11.01,100,75,2.06,DK,1712884157
391,artemisa,22.814,-82.7561,27.1,82,100,3.48,CU,1712884157
392,saint-joseph,-21.3667,55.6167,25.21,85,61,0.35,RE,1712884157
393,popondetta,-8.7537,148.2534,29.8,71,58,0.33,PG,1712884158
394,bandarbeyla,9.4942,50.8122,27.86,84,63,2.59,SO,1712884158
395,happy valley-goose bay,53.3168,-60.3315,10.17,34,75,7.2,CA,1712883929
396,poli,-3.3333,36.8,16.83,94,83,0.37,TZ,1712884158
397,kalaleh,37.3807,55.4916,11.59,98,100,3.95,IR,1712884158
398,paita,-5.0892,-81.1144,22.89,80,33,4.19,PE,1712884158
399,lompoc,34.6391,-120.4579,25.08,69,0,3.09,US,1712883961
400,dokshytsy,54.8924,27.7689,10.01,67,100,6.51,BY,1712884158
401,raipur,21.2333,81.6333,21.08,94,75,1.03,IN,1712884158
402,geneina,13.45,22.45,25.71,12,5,7.38,SD,1712884158
403,kolokani,13.5728,-8.0339,29.2,29,7,1.9,ML,1712884039
404,usinsk,65.9939,57.5281,1.71,99,100,10.28,RU,1712883976
405,mpika,-11.8343,31.4529,17.59,98,100,3.96,ZM,1712884159
406,ayutla de los libres,16.9,-99.2167,26.74,59,0,1.78,MX,1712884159
407,idri,27.5,13.2667,20.98,17,91,6.98,LY,1712884159
408,el maamoura,36.465,10.8061,14.02,73,100,6.26,TN,1712884159
409,pisco,-13.7,-76.2167,22.03,83,0,7.72,PE,1712883955
410,dwarka,22.2394,68.9678,24.81,81,12,3.4,IN,1712884159
411,guasdualito,7.2424,-70.7324,32.98,43,0,1.03,VE,1712883949
412,ad dawadimi,24.5077,44.3924,19.64,56,91,6.82,SA,1712884160
413,juegang,32.3174,121.1855,13.59,99,100,4.56,CN,1712884160
414,malango,-2.9627,119.9001,21.11,99,100,0.51,ID,1712884160
415,huanggang,23.677,116.9996,24.35,70,16,1.83,CN,1712884160
416,machachi,-0.5,-78.5667,13.26,95,99,1.12,EC,1712883968
417,cuyo,10.8525,121.0086,28.2,77,100,9.1,PH,1712884160
418,laranjeiras do sul,-25.4078,-52.4161,19.5,83,100,2.16,BR,1712884034
419,kerema,-7.9631,145.7785,25.13,93,100,4.23,PG,1712884160
420,solleftea,63.1667,17.2667,0.92,94,98,3.98,SE,1712884161
421,myshkin,57.7897,38.4545,8.94,58,100,5.15,RU,1712884161
422,bumba,2.1833,22.4667,25.17,70,100,1.56,CD,1712883988
423,sile,41.1754,29.6133,12.37,91,0,1.52,TR,1712884161
424,suoyarvi,62.0833,32.35,1.12,99,100,2.26,RU,1712884161
425,anamur,36.0751,32.8369,18.22,64,33,3.37,TR,1712884161
426,ciudad mante,22.7333,-98.9667,27.37,36,21,9.0,MX,1712883636
427,hachinohe,40.5,141.5,15.8,59,90,1.57,JP,1712884161
428,kailua-kona,19.6406,-155.9956,29.22,82,100,3.6,US,1712884097
429,shimoda,34.6667,138.95,13.39,84,100,6.39,JP,1712883907
430,tagaw-bay,35.6994,66.0616,10.53,87,100,0.11,AF,1712884161
431,takaungu,-3.6837,39.8566,26.27,86,50,4.45,KE,1712884162
432,pontes e lacerda,-15.2261,-59.3353,24.13,95,100,1.02,BR,1712884162
433,kawerau,-38.1,176.7,20.77,95,100,4.47,NZ,1712884162
434,mossel bay,-34.1831,22.146,14.93,72,4,1.91,ZA,1712884162
435,island harbour,50.724,-1.2758,11.23,90,100,1.34,GB,1712883927
436,taseyevo,57.2169,94.8978,-5.37,81,100,2.24,RU,1712884162
437,san juan,-31.5375,-68.5364,12.31,61,33,3.94,AR,1712883927
438,cadale,2.7603,46.3222,28.69,72,77,4.33,SO,1712884162
439,ketchikan,55.3422,-131.6461,7.41,76,75,0.0,US,1712883984
440,kargil,34.5667,76.1,-7.18,82,67,0.93,IN,1712884163
441,meadow lake,34.8014,-106.5436,21.7,15,0,2.15,US,1712884163
442,darwin,-12.4611,130.8418,27.99,65,75,4.12,AU,1712883603
443,belebey,54.1167,54.1167,8.9,87,96,7.06,RU,1712884163
444,tazacorte,28.629,-17.9293,24.54,22,100,4.12,ES,1712884163
445,la sarre,48.8002,-79.1996,7.72,89,100,2.95,CA,1712884163
446,aladag,37.5485,35.396,12.1,70,12,2.18,TR,1712884163
447,zaozersk,69.4005,32.4476,-1.81,93,98,6.01,RU,1712884163
448,dessalines,19.2833,-72.5,27.29,63,99,0.65,HT,1712884163
449,mariehamn,60.0973,19.9348,8.92,81,0,4.63,AX,1712884163
450,necochea,-38.5473,-58.7368,10.21,70,100,2.94,AR,1712883943
451,tateyama,34.9833,139.8667,16.17,83,100,5.01,JP,1712884164
452,yarmouth,41.7057,-70.2286,14.26,95,100,4.47,US,1712884164
453,mbeni,-11.5014,43.3775,25.35,78,100,3.69,KM,1712884164
454,rio grande,-32.035,-52.0986,20.06,60,100,6.56,BR,1712883925
455,bugene,-1.5911,31.1403,14.96,94,90,0.99,TZ,1712884164
456,richmond,37.5538,-77.4603,21.99,82,100,9.26,US,1712883996
457,wuyang,31.9925,116.2472,18.76,82,66,1.53,CN,1712884164
458,ust-tsilma,65.441,52.1498,1.45,99,100,7.6,RU,1712884164
459,poso,-1.3959,120.7524,25.32,92,100,1.81,ID,1712884033
460,mana,5.6592,-53.7767,25.62,91,100,3.75,GF,1712883957
461,tabalah,19.95,42.4,23.58,61,94,1.24,SA,1712884165
462,lautoka,-17.6167,177.4667,30.92,70,20,5.14,FJ,1712884165
463,manta,-0.95,-80.7333,27.88,65,20,4.12,EC,1712884000
464,gargalianoi,37.0667,21.6333,15.75,50,6,3.11,GR,1712884165
465,launceston,-41.45,147.1667,17.11,62,100,3.6,AU,1712884165
466,banda aceh,5.5577,95.3222,27.93,76,8,3.9,ID,1712884165
467,badiyah,22.45,58.8,28.84,35,90,1.83,OM,1712884165
468,yacimiento rio turbio,-51.5732,-72.3508,-1.1,94,74,1.9,AR,1712884165
469,rio piracicaba,-19.9292,-43.1742,19.65,97,0,0.54,BR,1712884114
470,hirara,24.8,125.2833,23.66,85,6,4.47,JP,1712884166
471,selfoss,63.9331,-20.9971,2.8,93,100,2.14,IS,1712883995
472,olyokminsk,60.3736,120.4264,-6.85,69,100,3.15,RU,1712883977
473,la'ie,21.6477,-157.9253,26.7,83,100,4.02,US,1712884166
474,ushtobe,45.2514,77.9838,5.25,89,100,3.71,KZ,1712884166
475,hadibu,12.65,54.0333,26.99,78,15,2.34,YE,1712884166
476,mhamid,29.82,-5.72,22.1,8,93,2.55,MA,1712884166
477,homer,59.6425,-151.5483,4.47,62,100,3.6,US,1712884167
478,koundara,12.4833,-13.3,31.32,34,86,3.84,GN,1712884167
479,pitea,65.3172,21.4794,2.05,87,100,2.01,SE,1712884167
480,baran,25.1,76.5167,27.01,41,100,2.55,IN,1712884167
481,esmeraldas,-19.7625,-44.3139,25.48,88,81,2.16,BR,1712884167
482,ola,59.5833,151.2833,-3.81,87,37,1.02,RU,1712884167
483,dompu,-8.5356,118.4622,28.21,78,92,1.45,ID,1712884168
484,villa gesell,-37.2639,-56.973,12.25,60,100,4.12,AR,1712884168
485,santa terezinha,-29.9002,-50.0904,20.8,84,100,7.59,BR,1712884168
486,egilsstadir,65.2653,-14.3948,-0.56,97,93,2.16,IS,1712884168
487,the pas,53.8251,-101.2541,3.5,68,100,2.85,CA,1712884168
488,north bend,43.4065,-124.2243,14.58,82,0,3.09,US,1712883876
489,kudahuvadhoo,2.6708,72.8944,29.01,72,82,0.66,MV,1712884168
490,waingapu,-9.6567,120.2641,27.95,70,51,4.98,ID,1712884168
491,taungdwingyi,20.0167,95.55,30.27,36,0,2.72,MM,1712884094
492,ouezzane,34.7971,-5.5822,12.04,55,11,3.25,MA,1712884168
493,bayganin,48.6947,55.8742,8.14,71,100,2.55,KZ,1712884168
494,altoona,40.5187,-78.3947,17.34,80,100,0.89,US,1712884012
495,zavodskoy,43.4597,132.2922,5.77,100,100,1.0,RU,1712884169
496,kwang binh,17.4833,106.6,26.88,77,10,3.06,VN,1712884169
497,kitimat,54.0524,-128.6534,10.21,69,85,3.13,CA,1712884169
498,urumqi,43.801,87.6005,10.53,50,0,1.0,CN,1712884169
499,nha trang,12.25,109.1833,29.0,64,99,1.53,VN,1712884169
500,cooper's town,26.8667,-77.5167,24.25,89,49,10.88,BS,1712884169
501,vallenar,-28.5708,-70.7581,18.28,64,100,0.77,CL,1712884169
502,kadnikov,59.5022,40.338,8.23,68,100,5.08,RU,1712884169
503,bembereke,10.2283,2.6634,29.77,50,100,4.3,BJ,1712884169
504,puerto aysen,-45.4,-72.7,4.3,91,2,0.37,CL,1712884144
505,milicz,51.5277,17.2714,12.7,71,17,2.23,PL,1712884170
506,zyryanovsk,49.7386,84.2719,0.72,93,100,1.88,KZ,1712884170
507,murzuq,25.9155,13.9184,21.86,15,8,7.41,LY,1712884170
508,turaif,31.6725,38.6637,14.14,54,0,2.06,SA,1712884170
509,sao francisco de assis,-29.5503,-55.1311,17.42,83,100,8.28,BR,1712884170
510,lospalos,-8.5186,127.0025,25.2,78,83,2.98,TL,1712884170
511,novo cruzeiro,-17.4681,-41.8753,19.25,93,4,1.13,BR,1712883949
512,alness,57.696,-4.2551,13.87,84,100,3.07,GB,1712884170
513,bria,6.5423,21.9863,23.85,32,46,1.92,CF,1712884171
514,tehuitzingo,16.9408,-99.1719,27.27,60,0,1.55,MX,1712884171
515,weatherford,32.7593,-97.7972,19.05,47,0,2.61,US,1712884140
516,flin flon,54.7682,-101.865,2.02,71,100,2.49,CA,1712884171
517,calingasta,-31.3308,-69.4078,13.08,59,0,4.85,AR,1712884171
518,villa emilio carranza,19.9667,-96.6,22.34,71,2,2.15,MX,1712884171
519,palmer,42.1584,-72.3287,15.48,83,100,3.09,US,1712883962
520,mbandaka,0.0487,18.2603,22.82,92,100,0.09,CD,1712884171
521,nadi,-17.8,177.4167,31.0,70,20,5.14,FJ,1712884038
522,arkalyk,50.2486,66.9114,0.04,73,37,2.49,KZ,1712884171
523,veraval,20.9,70.3667,24.02,87,4,2.84,IN,1712884172
524,mejit,10.2753,170.8646,26.7,78,100,9.42,MH,1712884172
525,lorengau,-2.0226,147.2712,27.83,79,100,1.78,PG,1712883888
526,poxoreo,-15.8372,-54.3892,24.0,94,100,0.64,BR,1712884150
527,alesund,62.4723,6.1549,10.51,66,58,5.66,NO,1712883929
528,belel,7.05,14.4333,21.14,66,99,1.87,CM,1712884172
529,kone,-21.0595,164.8658,24.13,79,100,0.64,NC,1712883933
530,malanville,11.8685,3.3899,34.17,19,100,1.61,BJ,1712883872
531,gamba,-2.65,10.0,26.45,88,100,0.67,GA,1712884172
532,sumbe,-11.2061,13.8437,25.82,91,100,2.34,AO,1712884173
533,ust'-ilimsk,58.0006,102.6619,-1.42,73,100,1.34,RU,1712884025
534,khowy,38.5503,44.9521,7.74,82,85,0.11,IR,1712884173
535,forster,-32.1667,152.5167,23.54,68,0,2.53,AU,1712884173
536,karkira,36.9292,6.5856,10.05,89,19,2.14,DZ,1712884173
537,mili,6.0815,171.735,27.56,83,100,7.38,MH,1712884173
538,san jose de jachal,-30.2406,-68.7469,11.19,69,100,3.48,AR,1712884173
539,bardai,11.65,7.2333,27.09,11,100,3.92,NG,1712883964
540,arraial do cabo,-22.9661,-42.0278,25.31,85,7,1.45,BR,1712884165
541,santa ana,33.7456,-117.8678,30.2,57,20,3.09,US,1712884010
542,baie-comeau,49.2168,-68.1489,1.82,93,100,8.23,CA,1712884174
543,ta'izz,13.5,44.0,21.32,84,70,0.47,YE,1712884174
544,kolyshley,52.7005,44.5367,13.78,88,100,2.31,RU,1712884174
545,camalu,30.85,-116.0667,16.0,77,17,3.05,MX,1712884174
546,ende,-8.8432,121.6623,27.95,67,8,1.14,ID,1712884174
547,kamiiso,41.8167,140.65,13.21,54,75,0.51,JP,1712883889
548,miri,4.4148,114.0089,28.48,75,0,0.77,MY,1712884174
549,humaita,-7.5061,-63.0208,24.03,99,31,1.07,BR,1712884174
550,filey,54.21,-0.2892,15.44,85,100,3.13,GB,1712884153
551,santana,-0.0583,-51.1817,26.1,94,100,1.54,BR,1712884032
552,nanchang,28.6833,115.8833,21.45,79,60,0.46,CN,1712884175
553,moranbah,-22.0016,148.0466,24.81,53,27,7.24,AU,1712884175
554,kolonia,50.9333,6.95,14.9,82,100,0.51,DE,1712883981
555,kenora,49.8167,-94.4337,2.1,97,100,3.73,CA,1712884175
556,tomatlan,19.9333,-105.25,24.16,63,28,1.92,MX,1712884175
557,mira,45.4358,12.1348,16.8,77,0,2.06,IT,1712884175
558,kamaishi,39.2667,141.8833,12.71,72,100,2.78,JP,1712883889
559,magadan,59.5667,150.8,-4.15,90,19,1.35,RU,1712884176
560,butte,39.6499,-121.5677,27.01,39,0,4.12,US,1712884176
561,smidovich,48.6,133.8167,15.17,55,49,3.16,RU,1712884176
562,samana,19.2056,-69.3369,23.46,85,36,4.59,DO,1712884176
563,naraini,25.1833,80.4833,27.7,47,100,3.89,IN,1712884176
564,bodaybo,57.8506,114.1933,-0.53,87,98,1.55,RU,1712884176
565,itoman,26.1247,127.6694,24.21,73,20,3.6,JP,1712883923
566,neiafu,-18.65,-173.9833,28.38,78,40,4.63,TO,1712884176
567,kenai,60.5544,-151.2583,4.05,93,100,1.54,US,1712884177
568,devonport,-41.1667,146.35,18.07,72,100,0.89,AU,1712884177
569,balabac,7.9868,117.0645,29.46,67,83,6.12,PH,1712884177
570,kabalo,-6.05,26.9167,21.9,96,50,1.04,CD,1712884177
571,pariaman,-0.619,100.12,29.03,73,57,1.23,ID,1712884177
